10150268.xml	DDI-MedLine.d78.s0	NO_SECTION	NO_SETID	9
The preservation of the microtubules was improved when D2O was present in the incubation medium.
1	0	2	O	The
2	4	15	O	preservation
3	17	18	O	of
4	20	22	O	the
5	24	35	O	microtubules
6	37	39	O	was
7	41	48	O	improved
8	50	53	O	when
9	55	57	O	D2O
10	59	61	O	was
11	63	69	O	present
12	71	72	O	in
13	74	76	O	the
14	78	87	O	incubation
15	89	94	O	medium
NULL

1109299.xml	DDI-MedLine.d77.s9	NO_SECTION	NO_SETID	22
Reformed microtubules appeared to function normally with respect to their possible role in the transport of noradrenaline storage vesicles along the axons.
1	0	7	O	Reformed
2	9	20	O	microtubules
3	22	29	O	appeared
4	31	32	O	to
5	34	41	O	function
6	43	50	O	normally
7	52	55	O	with
8	57	63	O	respect
9	65	66	O	to
10	68	72	O	their
11	74	81	O	possible
12	83	86	O	role
13	88	89	O	in
14	91	93	O	the
15	95	103	O	transport
16	105	106	O	of
17	108	120	O	noradrenaline
18	122	128	O	storage
19	130	137	O	vesicles
20	139	143	O	along
21	145	147	O	the
22	149	153	O	axons
NULL

1109556.xml	DDI-MedLine.d127.s0	NO_SECTION	NO_SETID	17
Serum digoxin levels using an 125I-labelled antigen: Validation of method and observations on cardiac patients.
1	0	4	O	Serum
2	6	12	U-UNK	digoxin
3	14	19	O	levels
4	21	25	O	using
5	27	28	O	an
6	30	33	O	125I
7	35	42	O	labelled
8	44	50	O	antigen
9	51	51	O	:
10	53	62	O	Validation
11	64	65	O	of
12	67	72	O	method
13	74	76	O	and
14	78	89	O	observations
15	91	92	O	on
16	94	100	O	cardiac
17	102	109	O	patients
NULL

1109556.xml	DDI-MedLine.d127.s2	NO_SECTION	NO_SETID	28
Determinations of serum digoxin levels utilizing commercially available kits with an 125I-labelled antigen were precise and not materially different from results obtained with a 3H-labelled antigen.
1	0	13	O	Determinations
2	15	16	O	of
3	18	22	O	serum
4	24	30	U-UNK	digoxin
5	32	37	O	levels
6	39	47	O	utilizing
7	49	60	O	commercially
8	62	70	O	available
9	72	75	O	kits
10	77	80	O	with
11	82	83	O	an
12	85	88	O	125I
13	90	97	O	labelled
14	99	105	O	antigen
15	107	110	O	were
16	112	118	O	precise
17	120	122	O	and
18	124	126	O	not
19	128	137	O	materially
20	139	147	O	different
21	149	152	O	from
22	154	160	O	results
23	162	169	O	obtained
24	171	174	O	with
25	176	176	O	a
26	178	179	O	3H
27	181	188	O	labelled
28	190	196	O	antigen
NULL

1109556.xml	DDI-MedLine.d127.s4	NO_SECTION	NO_SETID	29
In order to approximate the steady state level, serum digoxin levels should be drawn either before or at least six hours following the administration of an oral tablet.
1	0	1	O	In
2	3	7	O	order
3	9	10	O	to
4	12	22	O	approximate
5	24	26	O	the
6	28	33	O	steady
7	35	39	O	state
8	41	45	O	level
9	46	46	O	,
10	48	52	O	serum
11	54	60	U-UNK	digoxin
12	62	67	O	levels
13	69	74	O	should
14	76	77	O	be
15	79	83	O	drawn
16	85	90	O	either
17	92	97	O	before
18	99	100	O	or
19	102	103	O	at
20	105	109	O	least
21	111	113	O	six
22	115	119	O	hours
23	121	129	O	following
24	131	133	O	the
25	135	148	O	administration
26	150	151	O	of
27	153	154	O	an
28	156	159	O	oral
29	161	166	O	tablet
NULL

1109556.xml	DDI-MedLine.d127.s6	NO_SECTION	NO_SETID	15
Concomitantly given thiazide diuretics did not interfere with the absorption of a tablet of digoxin.
1	0	12	O	Concomitantly
2	14	18	O	given
3	20	27	B-UNK	thiazide
4	29	37	L-UNK	diuretics
5	39	41	O	did
6	43	45	O	not
7	47	55	O	interfere
8	57	60	O	with
9	62	64	O	the
10	66	75	O	absorption
11	77	78	O	of
12	80	80	O	a
13	82	87	O	tablet
14	89	90	O	of
15	92	98	U-UNK	digoxin
NULL

1109556.xml	DDI-MedLine.d127.s8	NO_SECTION	NO_SETID	28
In the digitalized patient, slow alterations in serum levels after oral administration appeared well correlated with, at least, the negative chronotropic effects of the drug.
1	0	1	O	In
2	3	5	O	the
3	7	17	O	digitalized
4	19	25	O	patient
5	26	26	O	,
6	28	31	O	slow
7	33	43	O	alterations
8	45	46	O	in
9	48	52	O	serum
10	54	59	O	levels
11	61	65	O	after
12	67	70	O	oral
13	72	85	O	administration
14	87	94	O	appeared
15	96	99	O	well
16	101	110	O	correlated
17	112	115	O	with
18	116	116	O	,
19	118	119	O	at
20	121	125	O	least
21	126	126	O	,
22	128	130	O	the
23	132	139	O	negative
24	141	152	O	chronotropic
25	154	160	O	effects
26	162	163	O	of
27	165	167	O	the
28	169	172	O	drug
NULL

1109556.xml	DDI-MedLine.d127.s10	NO_SECTION	NO_SETID	20
Maximal exercise testing, a maneuver often applied to cardiac patients, does not significantly alter the serum digoxin level.
1	0	6	O	Maximal
2	8	15	O	exercise
3	17	23	O	testing
4	24	24	O	,
5	26	26	O	a
6	28	35	O	maneuver
7	37	41	O	often
8	43	49	O	applied
9	51	52	O	to
10	54	60	O	cardiac
11	62	69	O	patients
12	70	70	O	,
13	72	75	O	does
14	77	79	O	not
15	81	93	O	significantly
16	95	99	O	alter
17	101	103	O	the
18	105	109	O	serum
19	111	117	U-UNK	digoxin
20	119	123	O	level
NULL

11114408.xml	DDI-MedLine.d135.s0	NO_SECTION	NO_SETID	15
Combinations of clozapine and phencyclidine: effects on drug discrimination and behavioral inhibition in rats.
1	0	11	O	Combinations
2	13	14	O	of
3	16	24	U-UNK	clozapine
4	26	28	O	and
5	30	42	U-UNK	phencyclidine
6	43	43	O	:
7	45	51	O	effects
8	53	54	O	on
9	56	59	O	drug
10	61	74	O	discrimination
11	76	78	O	and
12	80	89	O	behavioral
13	91	100	O	inhibition
14	102	103	O	in
15	105	108	O	rats
NULL

11114408.xml	DDI-MedLine.d135.s1	NO_SECTION	NO_SETID	11
Phencyclidine (PCP) produces psychotomimetic effects in humans that resemble schizophrenia symptoms.
1	0	12	U-UNK	Phencyclidine
2	15	17	U-UNK	PCP
3	20	27	O	produces
4	29	43	O	psychotomimetic
5	45	51	O	effects
6	53	54	O	in
7	56	61	O	humans
8	63	66	O	that
9	68	75	O	resemble
10	77	89	O	schizophrenia
11	91	98	O	symptoms
NULL

11114408.xml	DDI-MedLine.d135.s2	NO_SECTION	NO_SETID	23
In an effort to screen compounds for antipsychotic activity, preclinical researchers have investigated whether these compounds block PCP-induced behaviors in animals.
1	0	1	O	In
2	3	4	O	an
3	6	11	O	effort
4	13	14	O	to
5	16	21	O	screen
6	23	31	O	compounds
7	33	35	O	for
8	37	49	O	antipsychotic
9	51	58	O	activity
10	59	59	O	,
11	61	71	O	preclinical
12	73	83	O	researchers
13	85	88	O	have
14	90	101	O	investigated
15	103	109	O	whether
16	111	115	O	these
17	117	125	O	compounds
18	127	131	O	block
19	133	135	U-UNK	PCP
20	137	143	O	induced
21	145	153	O	behaviors
22	155	156	O	in
23	158	164	O	animals
NULL

11114408.xml	DDI-MedLine.d135.s3	NO_SECTION	NO_SETID	35
In the present study, the atypical antipsychotic clozapine was tested in combination with an active dose of PCP in two-lever drug discrimination and mixed signalled-unsignalled differential-reinforcement-of-low-rates (DRL) procedures.
1	0	1	O	In
2	3	5	O	the
3	7	13	O	present
4	15	19	O	study
5	20	20	O	,
6	22	24	O	the
7	26	33	B-UNK	atypical
8	35	47	L-UNK	antipsychotic
9	49	57	U-UNK	clozapine
10	59	61	O	was
11	63	68	O	tested
12	70	71	O	in
13	73	83	O	combination
14	85	88	O	with
15	90	91	O	an
16	93	98	O	active
17	100	103	O	dose
18	105	106	O	of
19	108	110	U-UNK	PCP
20	112	113	O	in
21	115	117	O	two
22	119	123	O	lever
23	125	128	O	drug
24	130	143	O	discrimination
25	145	147	O	and
26	149	153	O	mixed
27	155	163	O	signalled
28	165	175	O	unsignalled
29	177	188	O	differential
30	190	202	O	reinforcement
31	204	205	O	of
32	207	209	O	low
33	211	215	O	rates
34	218	220	O	DRL
35	223	232	O	procedures
NULL

11114408.xml	DDI-MedLine.d135.s4	NO_SECTION	NO_SETID	41
PCP produced distinctive effects in each task: it substituted for the training dose in PCP discrimination and it increased the number of responses with short (<3 s) interresponse times as well as increasing overall response rates in the DRL schedule.
1	0	2	U-UNK	PCP
2	4	11	O	produced
3	13	23	O	distinctive
4	25	31	O	effects
5	33	34	O	in
6	36	39	O	each
7	41	44	O	task
8	45	45	O	:
9	47	48	O	it
10	50	60	O	substituted
11	62	64	O	for
12	66	68	O	the
13	70	77	O	training
14	79	82	O	dose
15	84	85	O	in
16	87	89	U-UNK	PCP
17	91	104	O	discrimination
18	106	108	O	and
19	110	111	O	it
20	113	121	O	increased
21	123	125	O	the
22	127	132	O	number
23	134	135	O	of
24	137	145	O	responses
25	147	150	O	with
26	152	156	O	short
27	159	160	O	<3
28	162	162	O	s
29	165	177	O	interresponse
30	179	183	O	times
31	185	186	O	as
32	188	191	O	well
33	193	194	O	as
34	196	205	O	increasing
35	207	213	O	overall
36	215	222	O	response
37	224	228	O	rates
38	230	231	O	in
39	233	235	O	the
40	237	239	O	DRL
41	241	248	O	schedule
NULL

11114408.xml	DDI-MedLine.d135.s5	NO_SECTION	NO_SETID	26
Acute dosing with clozapine failed to alter the behavioral effects of PCP in either procedure even when tested up to doses that produced pharmacological effects alone.
1	0	4	O	Acute
2	6	11	O	dosing
3	13	16	O	with
4	18	26	U-UNK	clozapine
5	28	33	O	failed
6	35	36	O	to
7	38	42	O	alter
8	44	46	O	the
9	48	57	O	behavioral
10	59	65	O	effects
11	67	68	O	of
12	70	72	U-UNK	PCP
13	74	75	O	in
14	77	82	O	either
15	84	92	O	procedure
16	94	97	O	even
17	99	102	O	when
18	104	109	O	tested
19	111	112	O	up
20	114	115	O	to
21	117	121	O	doses
22	123	126	O	that
23	128	135	O	produced
24	137	151	O	pharmacological
25	153	159	O	effects
26	161	165	O	alone
NULL

11114408.xml	DDI-MedLine.d135.s6	NO_SECTION	NO_SETID	18
These results suggest that acute dosing with clozapine would not affect behaviors most closely associated with PCP intoxication.
1	0	4	O	These
2	6	12	O	results
3	14	20	O	suggest
4	22	25	O	that
5	27	31	O	acute
6	33	38	O	dosing
7	40	43	O	with
8	45	53	U-UNK	clozapine
9	55	59	O	would
10	61	63	O	not
11	65	70	O	affect
12	72	80	O	behaviors
13	82	85	O	most
14	87	93	O	closely
15	95	104	O	associated
16	106	109	O	with
17	111	113	U-UNK	PCP
18	115	126	O	intoxication
NULL

11114408.xml	DDI-MedLine.d135.s7	NO_SECTION	NO_SETID	20
Further, they bring into question the utility of using PCP combination procedures in animals to screen for antipsychotic potential.
1	0	6	O	Further
2	7	7	O	,
3	9	12	O	they
4	14	18	O	bring
5	20	23	O	into
6	25	32	O	question
7	34	36	O	the
8	38	44	O	utility
9	46	47	O	of
10	49	53	O	using
11	55	57	U-UNK	PCP
12	59	69	O	combination
13	71	80	O	procedures
14	82	83	O	in
15	85	91	O	animals
16	93	94	O	to
17	96	101	O	screen
18	103	105	O	for
19	107	119	O	antipsychotic
20	121	129	O	potential
NULL

11114408.xml	DDI-MedLine.d135.s8	NO_SECTION	NO_SETID	28
Since chronic dosing is required for therapeutic efficacy of antipsychotics, future studies should focus on investigation of chronic dosing effects of these drugs in combination with PCP.
1	0	4	O	Since
2	6	12	O	chronic
3	14	19	O	dosing
4	21	22	O	is
5	24	31	O	required
6	33	35	O	for
7	37	47	O	therapeutic
8	49	56	O	efficacy
9	58	59	O	of
10	61	74	U-UNK	antipsychotics
11	75	75	O	,
12	77	82	O	future
13	84	90	O	studies
14	92	97	O	should
15	99	103	O	focus
16	105	106	O	on
17	108	120	O	investigation
18	122	123	O	of
19	125	131	O	chronic
20	133	138	O	dosing
21	140	146	O	effects
22	148	149	O	of
23	151	155	O	these
24	157	161	O	drugs
25	163	164	O	in
26	166	176	O	combination
27	178	181	O	with
28	183	185	U-UNK	PCP
NULL

11115418.xml	DDI-MedLine.d95.s0	NO_SECTION	NO_SETID	17
The mechanism of resveratrol-induced vasorelaxation differs in the mesenteric resistance arteries of lean and obese rats.
1	0	2	O	The
2	4	12	O	mechanism
3	14	15	O	of
4	17	27	U-UNK	resveratrol
5	29	35	O	induced
6	37	50	O	vasorelaxation
7	52	58	O	differs
8	60	61	O	in
9	63	65	O	the
10	67	76	O	mesenteric
11	78	87	O	resistance
12	89	96	O	arteries
13	98	99	O	of
14	101	104	O	lean
15	106	108	O	and
16	110	114	O	obese
17	116	119	O	rats
NULL

11115418.xml	DDI-MedLine.d95.s1	NO_SECTION	NO_SETID	7
Resveratrol has been shown to induce vasorelaxation.
1	0	10	U-UNK	Resveratrol
2	12	14	O	has
3	16	19	O	been
4	21	25	O	shown
5	27	28	O	to
6	30	35	O	induce
7	37	50	O	vasorelaxation
NULL

11115418.xml	DDI-MedLine.d95.s2	NO_SECTION	NO_SETID	24
In this study, we investigated the mechanism(s) of resveratrol-induced vasorelaxation in resistance mesenteric arteries from male lean and dietary-induced obese rats.
1	0	1	O	In
2	3	6	O	this
3	8	12	O	study
4	13	13	O	,
5	15	16	O	we
6	18	29	O	investigated
7	31	33	O	the
8	35	45	O	mechanism(s
9	48	49	O	of
10	51	61	U-UNK	resveratrol
11	63	69	O	induced
12	71	84	O	vasorelaxation
13	86	87	O	in
14	89	98	O	resistance
15	100	109	O	mesenteric
16	111	118	O	arteries
17	120	123	O	from
18	125	128	O	male
19	130	133	O	lean
20	135	137	O	and
21	139	145	O	dietary
22	147	153	O	induced
23	155	159	O	obese
24	161	164	O	rats
NULL

11115418.xml	DDI-MedLine.d95.s3	NO_SECTION	NO_SETID	27
Compared with lean rats, arteries from dietary-obese rats showed significant (P<0.001) endothelial dysfunction, as indicated by a decrease (>20%) in maximal acetylcholine-induced vasorelaxation.
1	0	7	O	Compared
2	9	12	O	with
3	14	17	O	lean
4	19	22	O	rats
5	23	23	O	,
6	25	32	O	arteries
7	34	37	O	from
8	39	45	O	dietary
9	47	51	O	obese
10	53	56	O	rats
11	58	63	O	showed
12	65	75	O	significant
13	78	84	O	P<0.001
14	87	97	O	endothelial
15	99	109	O	dysfunction
16	110	110	O	,
17	112	113	O	as
18	115	123	O	indicated
19	125	126	O	by
20	128	128	O	a
21	130	137	O	decrease
22	140	143	O	>20%
23	146	147	O	in
24	149	155	O	maximal
25	157	169	O	acetylcholine
26	171	177	O	induced
27	179	192	O	vasorelaxation
NULL

11115418.xml	DDI-MedLine.d95.s4	NO_SECTION	NO_SETID	33
Resveratrol (5-35 micromol/l) induced concentration-dependent relaxation of mesenteric arteries preconstricted with noradrenaline (8 micromol/l) or KCl (125 mmol/l) from both lean and dietary-obese rats.
1	0	10	U-UNK	Resveratrol
2	13	13	O	5
3	15	16	O	35
4	18	25	O	micromol
5	26	26	O	/
6	27	27	O	l
7	30	36	O	induced
8	38	50	O	concentration
9	52	60	O	dependent
10	62	71	O	relaxation
11	73	74	O	of
12	76	85	O	mesenteric
13	87	94	O	arteries
14	96	109	O	preconstricted
15	111	114	O	with
16	116	128	U-UNK	noradrenaline
17	131	131	O	8
18	133	140	O	micromol
19	141	141	O	/
20	142	142	O	l
21	145	146	O	or
22	148	150	U-UNK	KCl
23	153	155	O	125
24	157	160	O	mmol
25	161	161	O	/
26	162	162	O	l
27	165	168	O	from
28	170	173	O	both
29	175	178	O	lean
30	180	182	O	and
31	184	190	O	dietary
32	192	196	O	obese
33	198	201	O	rats
NULL

11115418.xml	DDI-MedLine.d95.s5	NO_SECTION	NO_SETID	24
There were no significant differences between the two groups, achieving a maximum relaxation of >95% at a concentration of 35 micromol/l.
1	0	4	O	There
2	6	9	O	were
3	11	12	O	no
4	14	24	O	significant
5	26	36	O	differences
6	38	44	O	between
7	46	48	O	the
8	50	52	O	two
9	54	59	O	groups
10	60	60	O	,
11	62	70	O	achieving
12	72	72	O	a
13	74	80	O	maximum
14	82	91	O	relaxation
15	93	94	O	of
16	96	99	O	>95%
17	101	102	O	at
18	104	104	O	a
19	106	118	O	concentration
20	120	121	O	of
21	123	124	O	35
22	126	133	O	micromol
23	134	134	O	/
24	135	135	O	l
NULL

11115418.xml	DDI-MedLine.d95.s6	NO_SECTION	NO_SETID	29
However, L-NAME (100 and 300 micromol/l) did not alter the effects of reseveratrol on arteries from dietary-obese rats, giving superimposed concentration-responses curves.
1	0	6	O	However
2	7	7	O	,
3	9	9	B-UNK	L
4	11	14	L-UNK	NAME
5	17	19	O	100
6	21	23	O	and
7	25	27	O	300
8	29	36	O	micromol
9	37	37	O	/
10	38	38	O	l
11	41	43	O	did
12	45	47	O	not
13	49	53	O	alter
14	55	57	O	the
15	59	65	O	effects
16	67	68	O	of
17	70	81	U-UNK	reseveratrol
18	83	84	O	on
19	86	93	O	arteries
20	95	98	O	from
21	100	106	O	dietary
22	108	112	O	obese
23	114	117	O	rats
24	118	118	O	,
25	120	125	O	giving
26	127	138	O	superimposed
27	140	152	O	concentration
28	154	162	O	responses
29	164	169	O	curves
NULL

11115418.xml	DDI-MedLine.d95.s7	NO_SECTION	NO_SETID	17
Indomethacin was also ineffective in altering resveratrol activity in arteries from both lean and dietary-obese rats.
1	0	11	U-UNK	Indomethacin
2	13	15	O	was
3	17	20	O	also
4	22	32	O	ineffective
5	34	35	O	in
6	37	44	O	altering
7	46	56	U-UNK	resveratrol
8	58	65	O	activity
9	67	68	O	in
10	70	77	O	arteries
11	79	82	O	from
12	84	87	O	both
13	89	92	O	lean
14	94	96	O	and
15	98	104	O	dietary
16	106	110	O	obese
17	112	115	O	rats
NULL

11115418.xml	DDI-MedLine.d95.s8	NO_SECTION	NO_SETID	26
In noradrenaline-precontracted arteries from dietary-obese rats, responses to resveratrol were not attenuated by endothelial denudation, indicating an action independent of the endothelium.
1	0	1	O	In
2	3	15	U-UNK	noradrenaline
3	17	29	O	precontracted
4	31	38	O	arteries
5	40	43	O	from
6	45	51	O	dietary
7	53	57	O	obese
8	59	62	O	rats
9	63	63	O	,
10	65	73	O	responses
11	75	76	O	to
12	78	88	U-UNK	resveratrol
13	90	93	O	were
14	95	97	O	not
15	99	108	O	attenuated
16	110	111	O	by
17	113	123	O	endothelial
18	125	134	O	denudation
19	135	135	O	,
20	137	146	O	indicating
21	148	149	O	an
22	151	156	O	action
23	158	168	O	independent
24	170	171	O	of
25	173	175	O	the
26	177	187	O	endothelium
NULL

11115418.xml	DDI-MedLine.d95.s9	NO_SECTION	NO_SETID	54
This study indicates that: (a) the maximal effects of resveratrol on resistance arteries from lean and dietary-obese rats are not effected by endothelial dysfunction, and (b) the effects of resveratrol in lean animals (where endothelial function is not impaired), but not in dietary-obese rats, are mediated via NO.
1	0	3	O	This
2	5	9	O	study
3	11	19	O	indicates
4	21	24	O	that
5	25	25	O	:
6	28	28	O	a
7	31	33	O	the
8	35	41	O	maximal
9	43	49	O	effects
10	51	52	O	of
11	54	64	U-UNK	resveratrol
12	66	67	O	on
13	69	78	O	resistance
14	80	87	O	arteries
15	89	92	O	from
16	94	97	O	lean
17	99	101	O	and
18	103	109	O	dietary
19	111	115	O	obese
20	117	120	O	rats
21	122	124	O	are
22	126	128	O	not
23	130	137	O	effected
24	139	140	O	by
25	142	152	O	endothelial
26	154	164	O	dysfunction
27	165	165	O	,
28	167	169	O	and
29	172	172	O	b
30	175	177	O	the
31	179	185	O	effects
32	187	188	O	of
33	190	200	U-UNK	resveratrol
34	202	203	O	in
35	205	208	O	lean
36	210	216	O	animals
37	219	223	O	where
38	225	235	O	endothelial
39	237	244	O	function
40	246	247	O	is
41	249	251	O	not
42	253	260	O	impaired
43	262	262	O	,
44	264	266	O	but
45	268	270	O	not
46	272	273	O	in
47	275	281	O	dietary
48	283	287	O	obese
49	289	292	O	rats
50	293	293	O	,
51	295	297	O	are
52	299	306	O	mediated
53	308	310	O	via
54	312	313	O	NO
NULL

11120981.xml	DDI-MedLine.d79.s0	NO_SECTION	NO_SETID	19
If taken 1 hour before indinavir (IDV), didanosine does not affect IDV exposure, despite persistent buffering effects.
1	0	1	O	If
2	3	7	O	taken
3	9	9	O	1
4	11	14	O	hour
5	16	21	O	before
6	23	31	U-UNK	indinavir
7	34	36	U-UNK	IDV
8	38	38	O	,
9	40	49	U-UNK	didanosine
10	51	54	O	does
11	56	58	O	not
12	60	65	O	affect
13	67	69	U-UNK	IDV
14	71	78	O	exposure
15	79	79	O	,
16	81	87	O	despite
17	89	98	O	persistent
18	100	108	O	buffering
19	110	116	O	effects
NULL

11120981.xml	DDI-MedLine.d79.s1	NO_SECTION	NO_SETID	29
Concurrent administration of indinavir and didanosine significantly reduces the level of exposure to indinavir, but it is unclear how soon after didanosine administration indinavir may be given safely.
1	0	9	O	Concurrent
2	11	24	O	administration
3	26	27	O	of
4	29	37	U-UNK	indinavir
5	39	41	O	and
6	43	52	U-UNK	didanosine
7	54	66	O	significantly
8	68	74	O	reduces
9	76	78	O	the
10	80	84	O	level
11	86	87	O	of
12	89	96	O	exposure
13	98	99	O	to
14	101	109	U-UNK	indinavir
15	110	110	O	,
16	112	114	O	but
17	116	117	O	it
18	119	120	O	is
19	122	128	O	unclear
20	130	132	O	how
21	134	137	O	soon
22	139	143	O	after
23	145	154	U-UNK	didanosine
24	156	169	O	administration
25	171	179	U-UNK	indinavir
26	181	183	O	may
27	185	186	O	be
28	188	192	O	given
29	194	199	O	safely
NULL

11120981.xml	DDI-MedLine.d79.s2	NO_SECTION	NO_SETID	33
We compared indinavir pharmacokinetics and gastric pH in 12 human immunodeficiency virus-positive patients by use of 800 mg of indinavir alone versus 800 mg of indinavir administered 1 h after didanosine administration.
1	0	1	O	We
2	3	10	O	compared
3	12	20	U-UNK	indinavir
4	22	37	O	pharmacokinetics
5	39	41	O	and
6	43	49	O	gastric
7	51	52	O	pH
8	54	55	O	in
9	57	58	O	12
10	60	64	O	human
11	66	81	O	immunodeficiency
12	83	87	O	virus
13	89	96	O	positive
14	98	105	O	patients
15	107	108	O	by
16	110	112	O	use
17	114	115	O	of
18	117	119	O	800
19	121	122	O	mg
20	124	125	O	of
21	127	135	U-UNK	indinavir
22	137	141	O	alone
23	143	148	O	versus
24	150	152	O	800
25	154	155	O	mg
26	157	158	O	of
27	160	168	U-UNK	indinavir
28	170	181	O	administered
29	183	183	O	1
30	185	185	O	h
31	187	191	O	after
32	193	202	U-UNK	didanosine
33	204	217	O	administration
NULL

11120981.xml	DDI-MedLine.d79.s3	NO_SECTION	NO_SETID	13
Median gastric pH was significantly higher when indinavir was taken after didanosine administration;
1	0	5	O	Median
2	7	13	O	gastric
3	15	16	O	pH
4	18	20	O	was
5	22	34	O	significantly
6	36	41	O	higher
7	43	46	O	when
8	48	56	U-UNK	indinavir
9	58	60	O	was
10	62	66	O	taken
11	68	72	O	after
12	74	83	U-UNK	didanosine
13	85	98	O	administration
NULL

11120981.xml	DDI-MedLine.d79.s4	NO_SECTION	NO_SETID	27
however, no significant difference in the maximum concentration in plasma or the area under the concentration-time curve from time zero to 8 h was observed.
1	0	6	O	however
2	7	7	O	,
3	9	10	O	no
4	12	22	O	significant
5	24	33	O	difference
6	35	36	O	in
7	38	40	O	the
8	42	48	O	maximum
9	50	62	O	concentration
10	64	65	O	in
11	67	72	O	plasma
12	74	75	O	or
13	77	79	O	the
14	81	84	O	area
15	86	90	O	under
16	92	94	O	the
17	96	108	O	concentration
18	110	113	O	time
19	115	119	O	curve
20	121	124	O	from
21	126	129	O	time
22	131	134	O	zero
23	136	137	O	to
24	139	139	O	8
25	141	141	O	h
26	143	145	O	was
27	147	154	O	observed
NULL

11120981.xml	DDI-MedLine.d79.s5	NO_SECTION	NO_SETID	18
Indinavir may be taken with a light meal 1 h following the administration of 400 mg of didanosine.
1	0	8	U-UNK	Indinavir
2	10	12	O	may
3	14	15	O	be
4	17	21	O	taken
5	23	26	O	with
6	28	28	O	a
7	30	34	O	light
8	36	39	O	meal
9	41	41	O	1
10	43	43	O	h
11	45	53	O	following
12	55	57	O	the
13	59	72	O	administration
14	74	75	O	of
15	77	79	O	400
16	81	82	O	mg
17	84	85	O	of
18	87	96	U-UNK	didanosine
NULL

11121387.xml	DDI-MedLine.d59.s0	NO_SECTION	NO_SETID	13
A proposed mechanism for the potentiation of cAMP-mediated acid secretion by carbachol.
1	0	0	O	A
2	2	9	O	proposed
3	11	19	O	mechanism
4	21	23	O	for
5	25	27	O	the
6	29	40	O	potentiation
7	42	43	O	of
8	45	48	O	cAMP
9	50	57	O	mediated
10	59	62	O	acid
11	64	72	O	secretion
12	74	75	O	by
13	77	85	U-UNK	carbachol
